AnalysisPlanSort	AnalysisPlanId	NAME1	STAT1
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/GzB+Perf+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/GzB+Perf+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/GzB+Perf-:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/GzB+Perf-:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/GzB-Perf+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/GzB-Perf+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/GzB-Perf-:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/GzB-Perf-:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNgIL2TNFa154IL4IL13MIP1B:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNgIL2TNFa154IL4IL13MIP1B:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg_AND_154:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg_AND_154:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg_OR_IL2:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg_OR_IL2:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg_OR_IL2_AND_154:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg_OR_IL2_AND_154:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg_OR_IL2_AND_154_NOT_Th2:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg_OR_IL2_AND_154_NOT_Th2:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg_OR_IL2_NOT_Th2:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg_OR_IL2_NOT_Th2:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg_OR_IL2_OR_TNFa_OR_154:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg_OR_IL2_OR_TNFa_OR_154:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg_OR_IL2_OR_TN_OR_154_NOT_Th2:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg_OR_IL2_OR_TN_OR_154_NOT_Th2:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg_OR_IL2_OR_154:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg_OR_IL2_OR_154:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg_OR_IL2_OR_154_NOT_Th2:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IFNg_OR_IL2_OR_154_NOT_Th2:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IL2+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IL2+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IL4_OR_IL13:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IL4_OR_IL13:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IL4_OR_IL13_AND_154:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IL4_OR_IL13_AND_154:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IL4_OR_IL13_AND_154_NOT_IFNg:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/IL4_OR_IL13_AND_154_NOT_IFNg:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/Ki67+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/Ki67+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/MIP1B+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/MIP1B+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/N:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/N:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/PD1+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/PD1+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/PD1+CXCR5+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/PD1+CXCR5+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/PD1+CXCR5-:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/PD1+CXCR5-:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/Perforin+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/Perforin+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/RA+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/RA+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/R7+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/R7+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/TD:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/TD:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/TIM3_OR_LAG3:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/TIM3_OR_LAG3:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/TNFa+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3+/NKT/TNFa+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/16-56dim:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/16-56dim:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/56-:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/56-:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/56br:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/56br:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/56dim:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/56dim:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/25+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/25+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/38+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/38+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/38+DR+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/38+DR+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/38+DR-:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/38+DR-:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/38-DR+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/38-DR+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/154+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/154+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/B7+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/B7+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/B7+/R7+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/B7+/R7+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/CCR5+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/CCR5+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/CM:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/CM:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/CTLA4+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/CTLA4+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/CXCR5+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/CXCR5+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/DR+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/DR+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/EM:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/EM:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/GzB+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/GzB+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/GzB+Perf+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/GzB+Perf+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/GzB+Perf-:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/GzB+Perf-:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/GzB-Perf+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/GzB-Perf+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/GzB-Perf-:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/GzB-Perf-:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNgIL2TNFa154IL4IL13MIP1B:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNgIL2TNFa154IL4IL13MIP1B:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg_AND_154:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg_AND_154:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg_OR_IL2:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg_OR_IL2:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg_OR_IL2_AND_154:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg_OR_IL2_AND_154:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg_OR_IL2_AND_154_NOT_Th2:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg_OR_IL2_AND_154_NOT_Th2:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg_OR_IL2_NOT_Th2:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg_OR_IL2_NOT_Th2:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg_OR_IL2_OR_TNFa_OR_154:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg_OR_IL2_OR_TNFa_OR_154:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg_OR_IL2_OR_TN_OR_154_NOT_Th2:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg_OR_IL2_OR_TN_OR_154_NOT_Th2:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg_OR_IL2_OR_154:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg_OR_IL2_OR_154:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg_OR_IL2_OR_154_NOT_Th2:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IFNg_OR_IL2_OR_154_NOT_Th2:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IL2+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IL2+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IL4_OR_IL13:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IL4_OR_IL13:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IL4_OR_IL13_AND_154:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IL4_OR_IL13_AND_154:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IL4_OR_IL13_AND_154_NOT_IFNg:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/IL4_OR_IL13_AND_154_NOT_IFNg:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/Ki67+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/Ki67+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/MIP1B+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/MIP1B+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/N:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/N:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/PD1+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/PD1+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/PD1+CXCR5+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/PD1+CXCR5+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/PD1+CXCR5-:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/PD1+CXCR5-:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/Perforin+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/Perforin+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/RA+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/RA+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/R7+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/R7+:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/TD:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/TD:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/TIM3_OR_LAG3:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/TIM3_OR_LAG3:Count
AP-050	50	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/TNFa+:Count	Time/Lv/K1/K2/K3/K4/K5/K6/K7/K8/14-/S/L/19-/3-/Total NK/TNFa+:Count
